,PartNumber,Info
0,1,"2,1;1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961;1,11,1,0;40.737890174766;0,0,0;0,0,0;3,1,3;
"
4480,4331,"2,4331;-0.740945,-3.83723,1.32945/-0.740945,-3.83723,1.32945/-0.740945,-3.83723,1.32945;1,22,1,0;40.635855561085;1,0,1;0,1,0;2,1,2;
"
4481,4331,"0,4331;-0.797978,-1.73247,1.75745/-0.797978,-1.73247,1.75745/-0.797978,-1.73247,1.75745;1,22,1,0;40.990247146408;0,1,0;0,1,0;3,1,1;
"
4482,4331,"0,4331;-0.839271,0.683757,2.22287/-0.839271,0.683757,2.22287/-0.839271,0.683757,2.22287;1,31,1,0;40.819248602097;1,0,1;1,0,0;4,1,2;
"
4483,4332,"2,4332;3.17307,2.05219,0.330822/3.17307,2.05219,0.330822/3.17307,2.05219,0.330822;1,20,1,0;40.454174433;1,0,1;1,0,0;1,1,2;
"
4484,4332,"0,4332;3.151,2.04584,0.31546/3.151,2.04584,0.31546/3.151,2.04584,0.31546;1,20,1,0;40.454198281572;1,0,1;1,0,0;4,1,2;
"
4485,4333,"2,4333;-1.61568,2.57001,-1.64613/-1.61568,2.57001,-1.64613/-1.61568,2.57001,-1.64613;1,6,1,0;40.594067855256;0,1,0;1,0,0;4,1,1;
"
4486,4335,"2,4335;0.301533,-0.646169,3.90153/0.301533,-0.646169,3.90153/0.301533,-0.646169,3.90153;1,46,1,0;40.0910827509407;1,0,1;1,0,0;1,1,2;
"
4487,4335,"0,4335;0.290194,-0.644487,3.91071/0.290194,-0.644487,3.91071/0.290194,-0.644487,3.91071;1,46,1,0;40.0910957323231;1,0,1;1,0,0;3,2,0/3,3,0/3,8,0/4,1,2;
"
4488,4335,"0,4335;0.290382,-0.6487,3.9189/0.290382,-0.6487,3.9189/0.290382,-0.6487,3.9189;1,46,1,0;40.0911069124913;1,0,1;1,0,0;2,5,0/4,1,2;
"
4489,4336,"2,4336;-3.01601,0.557372,-0.491415/-3.01601,0.557372,-0.491415/-3.01601,0.557372,-0.491415;1,10,1,0;40.703151393449;1,0,1;1,0,0;4,1,2;
"
4490,4336,"0,4336;-3.53982,-1.16921,0.979445/-3.53982,-1.16921,0.979445/-3.53982,-1.16921,0.979445;1,21,1,0;40.6305351977;1,0,1;1,0,0;4,1,2;
"
4491,4339,"2,4339;-0.4818,-2.84619,-0.53661/-0.4818,-2.84619,-0.53661/-0.4818,-2.84619,-0.53661;1,9,1,0;40.939375419029;1,0,1;1,0,0;4,1,2;
"
4492,4339,"0,4339;-1.34194,2.69983,2.00242/-1.34194,2.69983,2.00242/-1.34194,2.69983,2.00242;1,29,1,0;40.704481162402;0,1,0;0,1,0;2,1,1/3,7,0;
"
4493,4339,"0,4339;-1.47614,3.52122,2.37417/-1.47614,3.52122,2.37417/-1.47614,3.52122,2.37417;1,38,1,0;40.119285974516;0,1,0;0,1,0;2,1,1;
"
4494,4342,"2,4342;-2.30652,0.950107,2.53796/-2.30652,0.950107,2.53796/-2.30652,0.950107,2.53796;1,37,1,0;40.605333293533;0,1,0;1,0,0;4,1,1;
"
4495,4343,"2,4343;1.41323,1.77839,-3.65747/1.41323,1.77839,-3.65747/1.41323,1.77839,-3.65747;1,2,1,0;40.066161483598;1,0,1;1,0,0;1,1,2;
"
4496,4343,"0,4343;1.41848,1.78016,-3.65661/1.41848,1.78016,-3.65661/1.41848,1.78016,-3.65661;1,2,1,0;40.0661615745707;1,0,1;1,0,0;4,1,2;
"
4497,4344,"2,4344;-0.0930833,-3.82219,-0.838688/-0.0930833,-3.82219,-0.838688/-0.0930833,-3.82219,-0.838688;1,9,1,0;40.718958400919;1,0,1;0,1,0;2,1,2;
"
4498,4344,"0,4344;-0.0913477,-3.81977,-0.83705/-0.0913477,-3.81977,-0.83705/-0.0913477,-3.81977,-0.83705;1,9,1,0;40.718958336037;1,0,1;1,0,0;2,3,0/2,4,0/2,6,0/3,3,0/4,1,2;
"
4499,4346,"2,4346;-0.758083,0.489811,-1.75485/-0.758083,0.489811,-1.75485/-0.758083,0.489811,-1.75485;1,11,1,0;40.0534459954317;0,1,0;0,1,0;3,1,1;
"
4500,4348,"2,4348;-0.0258093,0.911223,2.69172/-0.0258093,0.911223,2.69172/-0.0258093,0.911223,2.69172;1,38,1,0;40.915481012387;1,0,1;1,0,0;1,1,2;
"
4501,4349,"2,4349;2.5686,1.78316,-2.90639/2.5686,1.78316,-2.90639/2.5686,1.78316,-2.90639;1,4,1,0;40.0642635428378;1,0,1;1,0,0;1,1,2;
"
4502,4350,"2,4350;-1.61145,-2.04041,1.35149/-1.61145,-2.04041,1.35149/-1.61145,-2.04041,1.35149;1,21,1,0;40.925285570224;1,0,1;0,1,0;2,1,2;
"
4503,4350,"0,4350;-1.88817,-2.6462,1.48776/-1.88817,-2.6462,1.48776/-1.88817,-2.6462,1.48776;1,21,1,0;40.87895879535;1,0,1;1,0,0;1,1,2;
"
4504,4351,"2,4351;2.56087,-1.60039,-2.04013/2.56087,-1.60039,-2.04013/2.56087,-1.60039,-2.04013;1,8,1,0;40.0728292122674;1,0,1;0,1,0;3,1,2;
"
4505,4351,"0,4351;3.52698,-1.6741,-1.5529/3.52698,-1.6741,-1.5529/3.52698,-1.6741,-1.5529;1,8,1,0;40.190602200288;0,1,0;0,1,0;2,1,1/2,2,0;
"
4506,4351,"0,4351;3.52601,-1.67252,-1.55492/3.52601,-1.67252,-1.55492/3.52601,-1.67252,-1.55492;1,8,1,0;40.190602282106;1,0,1;1,0,0;1,1,2;
"
4507,4351,"0,4351;3.52624,-1.67275,-1.55679/3.52624,-1.67275,-1.55679/3.52624,-1.67275,-1.55679;1,8,1,0;40.19060234347;1,0,1;1,0,0;1,1,2;
"
4508,4351,"0,4351;3.52585,-1.663,-1.55909/3.52585,-1.663,-1.55909/3.52585,-1.663,-1.55909;1,8,1,0;40.190602624719;1,0,1;1,0,0;4,1,2;
"
4509,4352,"2,4352;-3.88738,-1.07481,-0.90868/-3.88738,-1.07481,-0.90868/-3.88738,-1.07481,-0.90868;1,10,1,0;40.447342947761;1,0,1;1,0,0;4,1,2;
"
4510,4352,"0,4352;-3.92546,-1.01229,-0.357196/-3.92546,-1.01229,-0.357196/-3.92546,-1.01229,-0.357196;1,10,1,0;40.570280809208;0,1,0;1,0,0;1,1,1/2,2,0/2,3,0/2,5,0;
"
4511,4353,"2,4353;-0.607098,1.25238,0.383968/-0.606659,1.25326,0.384517/-0.607537,1.2515,0.38342;1,17,1,0;40.893945930941;0,5,0;5,0,0;1,5,1/1,7,0/2,10,0/3,7,0/3,8,0/3,9,0/3,10,0/4,1,1/4,7,1/4,8,1/4,9,1;
"
4512,4353,"0,4353;-0.610431,1.25208,0.378601/-0.610431,1.25208,0.378601/-0.610431,1.25208,0.378601;1,17,1,0;40.893933718604;1,0,1;1,0,0;1,1,2;
"
4513,4353,"0,4353;-0.613313,1.25537,0.382596/-0.613313,1.25537,0.382596/-0.613313,1.25537,0.382596;1,17,1,0;40.893946830651;1,0,1;1,0,0;4,1,2;
"
4514,4355,"2,4355;-2.2553,-1.33901,-0.818849/-2.2553,-1.33901,-0.818849/-2.2553,-1.33901,-0.818849;1,10,1,0;40.466683871205;1,0,1;1,0,0;1,1,2;
"
4515,4356,"2,4356;2.00574,1.75222,-1.47772/2.00574,1.75222,-1.47772/2.00574,1.75222,-1.47772;1,11,1,0;40.243792312657;1,0,1;1,0,0;1,1,2;
"
4516,4357,"2,4357;1.4309,2.7286,-0.202686/1.4309,2.7286,-0.202686/1.4309,2.7286,-0.202686;1,20,1,0;40.0354264324329;0,1,0;0,1,0;1,2,0/2,1,0/3,1,1;
"
4517,4358,"2,4358;1.01885,-0.143716,1.50053/1.01885,-0.143716,1.50053/1.01885,-0.143716,1.50053;1,23,1,0;40.773108510358;1,0,1;0,1,0;2,1,2;
"
4518,4358,"0,4358;0.342679,-0.537821,2.95516/0.342679,-0.537821,2.95516/0.342679,-0.537821,2.95516;1,37,1,0;40.689091184629;1,0,1;1,0,0;1,1,2;
"
4519,4359,"2,4359;0.368627,-1.37691,1.86051/0.368627,-1.37691,1.86051/0.368627,-1.37691,1.86051;1,30,1,0;40.35978359849;1,0,1;1,0,0;1,1,2;
"
4520,4359,"0,4359;2.28051,-2.25216,2.53678/2.28051,-2.25216,2.53678/2.28051,-2.25216,2.53678;1,34,1,0;40.261661290846;1,0,1;1,0,0;1,1,2;
"
4521,4360,"2,4360;1.22039,-2.63684,-1.66065/1.22045,-2.63668,-1.66038/1.22032,-2.63701,-1.66092;1,8,1,0;40.301003097831;2,1,1;0,2,0;3,1,1/3,2,2;
"
4522,4362,"2,4362;-2.86945,1.91759,-0.477196/-2.86945,1.91759,-0.477196/-2.86945,1.91759,-0.477196;1,14,1,0;40.261805308841;0,1,0;0,1,0;3,1,1;
"
4523,4362,"0,4362;-2.95368,0.12251,-0.043798/-2.95368,0.12251,-0.043798/-2.95368,0.12251,-0.043798;1,14,1,0;40.372993126056;1,0,1;0,1,0;2,1,2;
"
4524,4363,"2,4363;-0.810162,1.12397,-1.83451/-0.810162,1.12397,-1.83451/-0.810162,1.12397,-1.83451;1,11,1,0;40.121476182466;1,0,1;1,0,0;4,1,2;
"
4525,4364,"2,4364;3.58884,0.631343,1.32606/3.58884,0.631343,1.32606/3.58884,0.631343,1.32606;1,26,1,0;40.829920174875;1,0,1;1,0,0;1,1,2;
"
4526,4365,"2,4365;3.28676,1.11508,0.970822/3.28676,1.11508,0.970822/3.28676,1.11508,0.970822;1,26,1,0;40.21818259826;1,0,1;1,0,0;1,1,2;
"
4527,4366,"2,4366;-2.44564,-0.871562,1.73751/-2.44564,-0.871562,1.73751/-2.44564,-0.871562,1.73751;1,24,1,0;40.74329981274;1,0,1;1,0,0;1,1,2;
"
4528,4366,"0,4366;-0.2522,0.658566,2.58592/-0.251606,0.659262,2.58663/-0.252794,0.657871,2.58521;1,38,1,0;40.911243410055;1,0,3;0,3,1;2,1,2/2,9,2/3,3,2;
"
4529,4368,"2,4368;-2.40282,-1.14368,2.37499/-2.40282,-1.14368,2.37499/-2.40282,-1.14368,2.37499;1,36,1,0;40.111267033026;0,1,0;1,0,0;4,1,1;
"
4530,4369,"2,4369;0.260427,1.01739,-3.55291/0.26068,1.01768,-3.55265/0.260174,1.01709,-3.55317;1,1,1,0;40.647194632455;2,1,1;2,0,0;1,1,2/1,3,1;
"
4531,4369,"0,4369;0.260588,1.02405,-3.55507/0.260588,1.02405,-3.55507/0.260588,1.02405,-3.55507;1,1,1,0;40.647193453765;1,0,1;1,0,0;1,4,0/3,1,0/4,1,2/4,3,0;
"
4532,4369,"0,4369;0.268207,1.01419,-3.554/0.268207,1.01419,-3.554/0.268207,1.01419,-3.554;1,1,1,0;40.647194434688;1,0,1;1,0,0;1,1,2;
"
4533,4369,"0,4369;-0.992277,-2.97852,-2.03757/-0.992277,-2.97852,-2.03757/-0.992277,-2.97852,-2.03757;1,5,1,0;40.723059872515;1,0,1;1,0,0;4,1,2;
"
4534,4370,"2,4370;2.85063,3.59328,-0.088673/2.85063,3.59328,-0.088673/2.85063,3.59328,-0.088673;1,20,1,0;40.105496278813;1,0,1;1,0,0;4,1,2;
"
4535,4370,"0,4370;2.85579,3.58768,-0.0852854/2.85579,3.58768,-0.0852854/2.85579,3.58768,-0.0852854;1,20,1,0;40.105496546368;1,0,1;1,0,0;1,1,2;
"
4536,4371,"2,4371;-2.99666,-0.347859,0.463918/-2.99666,-0.347859,0.463918/-2.99666,-0.347859,0.463918;1,21,1,0;40.088221932643;1,0,1;1,0,0;4,1,2;
"
4537,4371,"0,4371;-0.866427,1.44121,2.3228/-0.866427,1.44121,2.3228/-0.866427,1.44121,2.3228;1,31,1,0;40.674857808211;0,1,0;0,1,0;2,1,1;
"
4538,4375,"2,4375;-2.61312,3.2653,-1.11415/-2.61283,3.26531,-1.11394/-2.61341,3.26529,-1.11436;1,7,1,0;40.737586714203;0,2,0;0,2,0;2,1,1/2,4,1/3,7,0;
"
4539,4375,"0,4375;-1.68402,2.43039,-0.843404/-1.68402,2.43039,-0.843404/-1.68402,2.43039,-0.843404;1,7,1,0;40.875392690183;1,0,1;1,0,0;1,1,2;
"
4540,4376,"2,4376;-1.35839,1.75598,-1.18208/-1.35839,1.75598,-1.18208/-1.35839,1.75598,-1.18208;1,7,1,0;40.573601496654;1,0,1;0,1,0;2,4,0/3,1,2/3,4,0/3,5,0;
"
4541,4376,"0,4376;-1.36311,1.75498,-1.18132/-1.36311,1.75498,-1.18132/-1.36311,1.75498,-1.18132;1,7,1,0;40.573601588699;1,0,1;0,1,0;3,1,2;
"
4542,4377,"2,4377;1.25296,1.71182,2.92588/1.25296,1.71182,2.92588/1.25296,1.71182,2.92588;1,39,1,0;40.7473524281;0,1,0;1,0,0;1,2,0/2,2,0/3,3,0/4,1,1;
"
4543,4378,"2,4378;3.02458,0.873084,1.36066/3.02458,0.873084,1.36066/3.02458,0.873084,1.36066;1,26,1,0;40.838191796322;1,0,1;1,0,0;1,1,2/3,1,0;
"
4544,4378,"0,4378;3.02644,0.88385,1.3626/3.02644,0.88385,1.3626/3.02644,0.88385,1.3626;1,26,1,0;40.838194042261;1,0,1;1,0,0;4,1,2;
"
4545,4380,"2,4380;-0.999105,2.56246,-1.02166/-0.999105,2.56246,-1.02166/-0.999105,2.56246,-1.02166;1,7,1,0;40.682747210265;1,0,1;1,0,0;4,1,2;
"
4546,4380,"0,4380;-1.02042,1.9807,-0.787767/-1.02042,1.9807,-0.787767/-1.02042,1.9807,-0.787767;1,7,1,0;40.908467688572;1,0,1;1,0,0;4,1,2;
"
4547,4380,"0,4380;-1.10629,-0.222107,0.0875963/-1.10629,-0.222107,0.0875963/-1.10629,-0.222107,0.0875963;1,16,1,0;40.700881686383;0,1,0;0,1,0;2,1,1;
"
4548,4381,"2,4381;0.945674,-1.14038,-0.145156/0.945674,-1.14038,-0.145156/0.945674,-1.14038,-0.145156;1,16,1,0;40.3384190361;1,0,1;1,0,0;1,1,2/3,5,0;
"
4549,4382,"2,4382;1.39374,-1.26137,-1.09385/1.39416,-1.26135,-1.09304/1.39333,-1.2614,-1.09467;1,11,1,0;40.56059036885;0,2,0;0,2,1;2,1,1/2,3,0/3,5,0/3,6,1/4,1,0/4,2,0;
"
4550,4386,"2,4386;1.87471,-2.38056,1.08979/1.87471,-2.38056,1.08979/1.87471,-2.38056,1.08979;1,22,1,0;40.200998575387;1,0,1;1,0,0;1,1,2/2,1,0;
"
4551,4387,"2,4387;2.20913,2.39201,-2.32995/2.20913,2.39201,-2.32995/2.20913,2.39201,-2.32995;1,4,1,0;40.308398348626;1,0,1;1,0,0;1,1,2;
"
4552,4387,"0,4387;3.52753,-0.999922,0.89835/3.52753,-0.999922,0.89835/3.52753,-0.999922,0.89835;1,19,1,0;40.794128709979;1,0,1;1,0,0;4,1,2;
"
4553,4387,"0,4387;3.53307,-0.997531,0.894064/3.53307,-0.997531,0.894064/3.53307,-0.997531,0.894064;1,19,1,0;40.794129650038;1,0,1;1,0,0;4,1,2;
"
4554,4391,"2,4391;1.94208,-3.83539,-0.920069/1.94208,-3.83539,-0.920069/1.94208,-3.83539,-0.920069;1,15,1,0;40.00585207851142;1,0,1;1,0,0;1,1,2;
"
4555,4393,"2,4393;-1.46392,2.00012,2.42325/-1.46392,2.00012,2.42325/-1.46392,2.00012,2.42325;1,31,1,0;40.526233096274;1,0,1;0,1,0;2,1,2;
"
4556,4393,"0,4393;-1.74944,2.05535,2.72007/-1.74944,2.05535,2.72007/-1.74944,2.05535,2.72007;1,37,1,0;40.445666663605;1,0,1;1,0,0;4,1,2;
"
4557,4394,"2,4394;3.00247,1.16902,-2.38105/3.00247,1.16902,-2.38105/3.00247,1.16902,-2.38105;1,4,1,0;40.407755977063;0,1,0;1,0,0;1,1,1;
"
4558,4396,"2,4396;-1.53477,-0.449711,-2.36678/-1.53477,-0.449711,-2.36678/-1.53477,-0.449711,-2.36678;1,5,1,0;40.403523119464;0,1,0;1,0,0;1,7,0/1,10,0/2,10,0/4,1,1;
"
4559,4396,"0,4396;1.02549,-3.18037,-2.12239/1.02549,-3.18037,-2.12239/1.02549,-3.18037,-2.12239;1,5,1,0;40.701582594998;0,1,0;1,0,0;4,1,1;
"
4560,4398,"2,4398;-1.21977,1.24622,3.79564/-1.21977,1.24622,3.79564/-1.21977,1.24622,3.79564;1,46,1,0;40.394523424001;0,1,0;0,1,0;2,1,1;
"
4561,4400,"2,4400;-1.78719,-0.264062,3.48544/-1.78719,-0.264062,3.48544/-1.78719,-0.264062,3.48544;1,44,1,0;40.574139913391;1,0,1;1,0,0;4,1,2;
"
4562,4401,"2,4401;0.524563,0.206342,-2.59936/0.524563,0.206342,-2.59936/0.524563,0.206342,-2.59936;1,2,1,0;40.891778222885;0,1,0;0,1,0;3,1,1/3,8,0/4,1,0;
"
4563,4403,"2,4403;0.0868395,3.181,-1.70635/0.0868395,3.181,-1.70635/0.0868395,3.181,-1.70635;1,7,1,0;40.11855413431;0,1,0;1,0,0;1,1,1;
"
4564,4404,"2,4404;2.14206,-1.88093,0.1639/2.14208,-1.88047,0.164014/2.14204,-1.88138,0.163786;1,15,1,0;40.667518316564;2,1,1;2,0,0;1,1,2/1,2,1/2,2,0;
"
4565,4406,"2,4406;-1.9624,-4.10452,-0.127997/-1.9624,-4.10452,-0.127997/-1.9624,-4.10452,-0.127997;1,10,1,0;40.994259545221;1,0,1;1,0,0;4,1,2;
"
4566,4407,"2,4407;-0.350279,-2.06804,-0.140796/-0.350279,-2.06804,-0.140796/-0.350279,-2.06804,-0.140796;1,15,1,0;40.539010637671;1,0,1;0,1,0;3,1,2;
"
4567,4408,"2,4408;2.38963,1.90731,-2.35539/2.3905,1.90802,-2.35503/2.38875,1.9066,-2.35574;1,4,1,0;40.344040474377;2,2,2;3,1,0;3,1,2/4,3,1/4,4,1/4,9,2;
"
4568,4408,"0,4408;2.39395,1.91006,-2.35712/2.39429,1.91041,-2.35687/2.39361,1.90971,-2.35736;1,4,1,0;40.344039902159;1,0,2;1,1,0;2,1,2/4,4,2;
"
4569,4408,"0,4408;2.39481,1.92041,-2.35845/2.39481,1.92041,-2.35845/2.39481,1.92041,-2.35845;1,4,1,0;40.344039176811;1,0,1;1,0,0;4,1,2;
"
4570,4408,"0,4408;2.39062,1.90605,-2.35629/2.39111,1.90686,-2.35574/2.39012,1.90525,-2.35684;1,4,1,0;40.344040442139;0,1,0;1,0,0;2,7,0/3,9,2/4,1,1;
"
4571,4408,"0,4408;2.38835,1.90117,-2.35548/2.38835,1.90117,-2.35548/2.38835,1.90117,-2.35548;1,4,1,0;40.344041042566;1,0,1;1,0,0;4,1,2;
"
4572,4408,"0,4408;2.38602,1.90079,-2.35517/2.38602,1.90079,-2.35517/2.38602,1.90079,-2.35517;1,4,1,0;40.344041107041;1,0,1;1,0,0;1,1,2;
"
4573,4410,"2,4410;-0.733479,2.96736,2.24556/-0.733479,2.96736,2.24556/-0.733479,2.96736,2.24556;1,31,1,0;40.280435652377;1,0,1;1,0,0;4,1,2;
"
4574,4411,"2,4411;0.798389,-1.54314,1.32088/0.798389,-1.54314,1.32088/0.798389,-1.54314,1.32088;1,23,1,0;40.963099095624;1,0,1;0,1,0;3,1,2/3,4,0;
"
4575,4412,"2,4412;0.752466,-0.161716,-2.84854/0.752771,-0.161607,-2.84799/0.752162,-0.161825,-2.84909;1,2,1,0;40.550085201833;1,0,2;2,0,0;1,5,2/4,1,2;
"
4576,4412,"0,4412;0.651086,-0.48396,-1.99574/0.651086,-0.48396,-1.99574/0.651086,-0.48396,-1.99574;1,4,1,0;40.550661403869;0,1,0;0,1,0;3,1,1;
"
4577,4412,"0,4412;0.36299,-1.43545,0.542088/0.36299,-1.43545,0.542088/0.36299,-1.43545,0.542088;1,23,1,0;40.00428683016085;0,1,0;0,1,0;2,1,1;
"
4578,4419,"2,4419;0.7617,0.165215,2.80129/0.7617,0.165215,2.80129/0.7617,0.165215,2.80129;1,38,1,0;40.987256746083;0,1,0;0,1,0;2,1,0/2,2,0/3,1,1/3,2,0/4,1,0/4,2,0/4,4,0/4,5,0;
"
4579,4419,"0,4419;0.759307,0.167742,2.80685/0.759307,0.167742,2.80685/0.759307,0.167742,2.80685;1,38,1,0;40.987281284251;1,0,1;1,0,0;1,1,2;
"
4580,4419,"0,4419;-1.47682,0.664513,3.23984/-1.47682,0.664513,3.23984/-1.47682,0.664513,3.23984;1,42,1,0;40.259679417373;0,1,0;0,1,0;3,1,1/3,2,0;
"
4581,4422,"2,4422;0.910786,-0.320966,2.04855/0.910786,-0.320966,2.04855/0.910786,-0.320966,2.04855;1,30,1,0;40.619737999774;1,0,1;0,1,0;3,1,2;
"
4582,4422,"0,4422;0.912192,-0.311207,2.04661/0.912192,-0.311207,2.04661/0.912192,-0.311207,2.04661;1,30,1,0;40.61973875959;1,0,1;0,1,0;2,1,2;
"
4583,4422,"0,4422;0.907392,-0.319969,2.04669/0.907392,-0.319969,2.04669/0.907392,-0.319969,2.04669;1,30,1,0;40.619736743155;1,0,1;1,0,0;1,1,2;
"
4584,4428,"2,4428;0.841373,-0.829913,0.106426/0.841477,-0.829507,0.106886/0.841268,-0.830318,0.105967;1,16,1,0;40.803065295369;2,1,1;1,1,0;1,1,1/3,1,0/3,2,2;
"
4585,4428,"0,4428;1.33592,-1.32658,-0.0607296/1.33592,-1.32658,-0.0607296/1.33592,-1.32658,-0.0607296;1,16,1,0;40.294434711328;1,0,1;0,1,0;2,1,2;
"
4586,4428,"0,4428;0.841012,-0.825614,0.104203/0.841012,-0.825614,0.104203/0.841012,-0.825614,0.104203;1,16,1,0;40.80306448502;1,0,1;0,1,0;2,1,2;
"
4587,4428,"0,4428;-1.40987,1.48857,0.915941/-1.40987,1.48857,0.915941/-1.40987,1.48857,0.915941;1,25,1,0;40.70504661609;0,1,0;1,0,0;1,1,1;
"
4588,4433,"2,4433;-0.605659,-1.50062,-3.21345/-0.605659,-1.50062,-3.21345/-0.605659,-1.50062,-3.21345;1,5,1,0;40.0709130602695;0,1,0;0,1,0;2,1,1;
"
4589,4434,"2,4434;2.86837,1.39459,-0.373581/2.86837,1.39459,-0.373581/2.86837,1.39459,-0.373581;1,12,1,0;40.957812684528;1,0,1;0,1,0;3,1,2;
"
4590,4435,"2,4435;1.67967,2.90756,-1.29843/1.67967,2.90756,-1.29843/1.67967,2.90756,-1.29843;1,13,1,0;40.0779438057569;1,0,1;1,0,0;1,1,2;
"
4591,4445,"2,4445;-1.94204,1.61371,1.37873/-1.94204,1.61371,1.37873/-1.94204,1.61371,1.37873;1,24,1,0;40.521225947718;1,0,1;0,1,0;2,1,2;
"
4592,4446,"2,4446;-1.28563,-0.370174,3.24466/-1.28503,-0.369569,3.24554/-1.28623,-0.370779,3.24377;1,41,1,0;40.411588706279;1,0,2;0,2,0;1,5,0/2,4,0/3,1,2/3,9,0/3,10,2;
"
4593,4446,"0,4446;-1.29052,-0.372821,3.24243/-1.28963,-0.372371,3.24341/-1.29141,-0.373271,3.24146;1,41,1,0;40.411592023298;2,1,3;4,0,0;1,10,2/2,8,0/3,1,0/4,1,2/4,8,1/4,9,2;
"
4594,4446,"0,4446;-1.28464,-0.367507,3.23797/-1.28464,-0.367507,3.23797/-1.28464,-0.367507,3.23797;1,41,1,0;40.411585660462;1,0,1;1,0,0;4,1,2;
"
4595,4446,"0,4446;-1.28666,-0.369968,3.24057/-1.28666,-0.369968,3.24057/-1.28666,-0.369968,3.24057;1,41,1,0;40.411588435076;1,0,1;1,0,0;3,4,0/3,9,0/4,1,2;
"
4596,4447,"2,4447;-0.921139,0.479024,-1.46651/-0.921139,0.479024,-1.46651/-0.921139,0.479024,-1.46651;1,11,1,0;40.349713956139;0,1,0;0,1,0;2,3,0/3,1,1;
"
4597,4447,"0,4447;-0.911081,0.497904,-1.46145/-0.911081,0.497904,-1.46145/-0.911081,0.497904,-1.46145;1,11,1,0;40.349717234726;1,0,1;1,0,0;4,1,2;
"
4598,4447,"0,4447;-0.903773,0.493776,-1.46256/-0.903773,0.493776,-1.46256/-0.903773,0.493776,-1.46256;1,11,1,0;40.349718859715;1,0,1;1,0,0;4,1,2;
"
4599,4447,"0,4447;-0.910746,0.480822,-1.45828/-0.910746,0.480822,-1.45828/-0.910746,0.480822,-1.45828;1,11,1,0;40.349722979406;1,0,1;1,0,0;2,1,0/2,5,0/2,6,0/4,1,2;
"
4600,4448,"2,4448;-2.26576,1.13468,-3.60332/-2.2652,1.1355,-3.60265/-2.26632,1.13386,-3.60399;1,1,1,0;40.633346971322;2,2,1;0,3,2;2,1,2/2,8,1/3,9,1/4,7,0;
"
4601,4448,"0,4448;-2.26617,1.13344,-3.60266/-2.26613,1.13386,-3.60265/-2.26621,1.13301,-3.60267;1,1,1,0;40.63334694759;0,1,0;0,1,0;2,7,2/3,1,1;
"
4602,4448,"0,4448;-2.26951,1.14812,-3.61758/-2.26951,1.14812,-3.61758/-2.26951,1.14812,-3.61758;1,1,1,0;40.633334247015;1,0,1;0,1,0;2,1,2/2,10,0;
"
4603,4448,"0,4448;-2.26775,1.14219,-3.60749/-2.26775,1.14219,-3.60749/-2.26775,1.14219,-3.60749;1,1,1,0;40.63334059928;0,1,0;0,1,0;2,1,1;
"
4604,4448,"0,4448;-2.26285,1.12837,-3.60168/-2.26285,1.12837,-3.60168/-2.26285,1.12837,-3.60168;1,1,1,0;40.633346773556;1,0,1;0,1,0;2,1,2;
"
4605,4448,"0,4448;-2.26566,1.13555,-3.60347/-2.26501,1.13606,-3.60296/-2.26632,1.13504,-3.60399;1,1,1,0;40.63334699901;0,1,0;0,1,0;2,1,1/2,8,1/3,2,1;
"
4606,4448,"0,4448;-2.27346,1.15179,-3.6186/-2.27346,1.15179,-3.6186/-2.27346,1.15179,-3.6186;1,1,1,0;40.633334341943;1,0,1;1,0,0;4,1,2;
"
4607,4448,"0,4448;-2.26706,1.13662,-3.60536/-2.26706,1.13662,-3.60536/-2.26706,1.13662,-3.60536;1,1,1,0;40.633340164194;0,1,0;1,0,0;4,1,1;
"
4608,4448,"0,4448;-2.26982,1.15113,-3.61367/-2.26982,1.15113,-3.61367/-2.26982,1.15113,-3.61367;1,1,1,0;40.633341588114;1,0,1;1,0,0;1,1,2;
"
4609,4450,"2,4450;-1.91346,1.01433,-2.27591/-1.91346,1.01433,-2.27591/-1.91346,1.01433,-2.27591;1,6,1,0;40.242705604092;1,0,1;0,1,0;2,1,2;
"
4610,4450,"0,4450;-2.18758,-0.194062,-0.0631356/-2.18758,-0.194062,-0.0631356/-2.18758,-0.194062,-0.0631356;1,14,1,0;40.351910055235;0,1,0;0,1,0;2,1,1;
"
4611,4450,"0,4450;-2.28815,-0.605221,0.707974/-2.28815,-0.605221,0.707974/-2.28815,-0.605221,0.707974;1,21,1,0;40.395765587802;0,1,0;0,1,0;2,3,0/2,6,0/3,1,1/3,7,0/4,2,0;
"
4612,4450,"0,4450;-2.28792,-0.590888,0.672158/-2.28792,-0.590888,0.672158/-2.28792,-0.590888,0.672158;1,21,1,0;40.395736055087;1,0,1;1,0,0;1,1,2;
"
4613,4451,"2,4451;-2.00856,-0.974119,-2.06392/-2.00856,-0.974119,-2.06392/-2.00856,-0.974119,-2.06392;1,5,1,0;40.932559324094;1,0,1;1,0,0;4,1,2;
"
4614,4453,"2,4453;0.209746,1.89988,2.27448/0.209746,1.89988,2.27448/0.209746,1.89988,2.27448;1,31,1,0;40.501217145413;1,0,1;1,0,0;4,1,2;
"
4615,4454,"2,4454;-1.62547,0.916637,0.756549/-1.62531,0.916652,0.757663/-1.62563,0.916622,0.755436;1,23,1,0;40.118938093317;0,3,0;1,2,1;2,7,1/3,1,1/4,1,1;
