,PartNumber,Info
0,1,"2,1;1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961;1,11,1,0;40.737890174766;0,0,0;0,0,0;3,1,3;
"
4346,4200,"2,4200;1.00611,-0.106054,-3.76091/1.00611,-0.106054,-3.76091/1.00611,-0.106054,-3.76091;1,1,1,0;40.460797134124;0,1,0;0,1,0;3,1,1;
"
4347,4201,"2,4201;0.634082,1.59956,2.02618/0.634082,1.59956,2.02618/0.634082,1.59956,2.02618;1,30,1,0;40.917812713089;0,1,0;0,1,0;2,1,1/2,2,0/2,5,0/3,3,0/3,5,0;
"
4348,4203,"2,4203;0.841454,2.53831,0.143707/0.841454,2.53831,0.143707/0.841454,2.53831,0.143707;1,17,1,0;40.565891019364;0,1,0;0,1,0;2,1,1;
"
4349,4204,"2,4204;1.30786,1.06039,0.824902/1.30786,1.06039,0.824902/1.30786,1.06039,0.824902;1,20,1,0;40.829368873347;0,1,0;1,0,0;1,1,1;
"
4350,4204,"0,4204;1.30659,1.05776,0.82691/1.30659,1.05776,0.82691/1.30659,1.05776,0.82691;1,20,1,0;40.829368974584;1,0,1;1,0,0;4,1,2;
"
4351,4204,"0,4204;-1.4783,2.18666,0.343611/-1.4783,2.18666,0.343611/-1.4783,2.18666,0.343611;1,25,1,0;40.0589409026617;1,0,1;0,1,0;3,1,2;
"
4352,4205,"2,4205;-2.41839,-1.9354,-1.13557/-2.41839,-1.9354,-1.13557/-2.41839,-1.9354,-1.13557;1,9,1,0;40.393121223328;1,0,1;1,0,0;1,1,2;
"
4353,4206,"2,4206;0.586608,4.14545,0.210174/0.586634,4.14581,0.210242/0.586582,4.1451,0.210106;1,17,1,0;40.395767033804;0,2,0;0,2,1;2,1,1/2,5,0/3,2,0/3,3,1/3,4,0/3,5,0/3,6,0;
"
4354,4206,"0,4206;0.58486,4.14798,0.211132/0.58486,4.14798,0.211132/0.58486,4.14798,0.211132;1,17,1,0;40.395767954437;1,0,1;1,0,0;1,1,2/2,2,0;
"
4355,4207,"2,4207;-2.34291,-1.64542,-0.269148/-2.34291,-1.64542,-0.269148/-2.34291,-1.64542,-0.269148;1,10,1,0;40.865706564759;1,0,1;1,0,0;1,1,2;
"
4356,4211,"2,4211;-1.78856,2.99781,-1.1325/-1.78856,2.99781,-1.1325/-1.78856,2.99781,-1.1325;1,7,1,0;40.723214722929;1,0,1;1,0,0;1,1,2;
"
4357,4211,"0,4211;-1.40756,2.42741,0.392066/-1.40756,2.42741,0.392066/-1.40756,2.42741,0.392066;1,25,1,0;40.0602339119626;1,0,1;1,0,0;4,1,2;
"
4358,4211,"0,4211;-1.30678,2.27021,0.798005/-1.30678,2.27021,0.798005/-1.30678,2.27021,0.798005;1,25,1,0;40.584489057477;1,0,1;1,0,0;4,1,2;
"
4359,4214,"2,4214;-1.44407,0.401109,-0.743833/-1.44407,0.401109,-0.743833/-1.44407,0.401109,-0.743833;1,10,1,0;40.327212713408;0,1,0;1,0,0;4,1,1;
"
4360,4222,"2,4222;-1.76828,1.5917,0.0704079/-1.76828,1.5917,0.0704079/-1.76828,1.5917,0.0704079;1,14,1,0;40.742351795978;1,0,1;0,1,0;3,1,2;
"
4361,4223,"2,4223;-1.48094,2.06542,-1.43123/-1.48094,2.06542,-1.43123/-1.48094,2.06542,-1.43123;1,7,1,0;40.426035615337;0,0,0;0,0,0;3,1,3/3,4,0/3,5,0/3,6,0;
"
4362,4223,"0,4223;-1.77849,1.63808,-1.10141/-1.77849,1.63808,-1.10141/-1.77849,1.63808,-1.10141;1,7,1,0;40.576246777141;0,1,0;0,1,0;3,1,1;
"
4363,4223,"0,4223;-1.47839,2.06737,-1.4318/-1.47839,2.06737,-1.4318/-1.47839,2.06737,-1.4318;1,7,1,0;40.426035017044;1,0,1;1,0,0;4,1,2;
"
4364,4224,"2,4224;-2.9875,-2.27913,0.332361/-2.9875,-2.27913,0.332361/-2.9875,-2.27913,0.332361;1,18,1,0;40.369977632801;1,0,1;1,0,0;1,1,2;
"
4365,4225,"2,4225;-1.43861,0.881109,-1.09096/-1.43861,0.881109,-1.09096/-1.43861,0.881109,-1.09096;1,10,1,0;40.276559779012;1,0,1;1,0,0;1,1,2;
"
4366,4231,"2,4231;0.671244,0.44744,3.60824/0.671244,0.44744,3.60824/0.671244,0.44744,3.60824;1,44,1,0;40.843508769845;1,0,1;1,0,0;4,1,2;
"
4367,4231,"0,4231;0.639626,0.95827,3.48719/0.639626,0.95827,3.48719/0.639626,0.95827,3.48719;1,45,1,0;40.130613155869;0,1,0;1,0,0;4,1,1;
"
4368,4232,"2,4232;0.102352,-3.37762,-2.74922/0.102885,-3.3775,-2.74919/0.101819,-3.37774,-2.74924;1,3,1,0;40.482386251446;2,1,1;2,0,0;1,1,0/2,1,0/4,1,1/4,8,2/4,10,0;
"
4369,4235,"2,4235;-2.06402,-2.54164,2.07437/-2.06402,-2.54164,2.07437/-2.06402,-2.54164,2.07437;1,32,1,0;40.414049359542;0,1,0;1,0,0;1,1,1;
"
4370,4238,"2,4238;-0.170877,1.37415,-0.41918/-0.170858,1.37476,-0.419174/-0.170896,1.37354,-0.419187;1,13,1,0;40.419932651602;2,1,1;1,1,0;1,3,2/3,1,1;
"
4371,4238,"0,4238;-0.177364,1.37775,-0.421505/-0.177364,1.37775,-0.421505/-0.177364,1.37775,-0.421505;1,13,1,0;40.419931556005;1,0,1;0,1,0;3,1,2;
"
4372,4238,"0,4238;-0.167216,1.37309,-0.418054/-0.167216,1.37309,-0.418054/-0.167216,1.37309,-0.418054;1,13,1,0;40.419933464066;0,1,0;0,1,0;2,2,0/2,3,0/3,1,1/3,5,0;
"
4373,4238,"0,4238;-0.163905,1.37436,-0.420914/-0.163905,1.37436,-0.420914/-0.163905,1.37436,-0.420914;1,13,1,0;40.419933574857;1,0,1;1,0,0;4,1,2;
"
4374,4238,"0,4238;-0.164161,1.36016,-0.399376/-0.164161,1.36016,-0.399376/-0.164161,1.36016,-0.399376;1,13,1,0;40.419956908596;1,0,1;1,0,0;1,1,2;
"
4375,4238,"0,4238;-0.296692,-0.141318,1.34768/-0.296692,-0.141318,1.34768/-0.296692,-0.141318,1.34768;1,23,1,0;40.758917261184;0,1,0;1,0,0;2,10,0/4,1,1;
"
4376,4238,"0,4238;-0.393861,-1.18661,2.60516/-0.393789,-1.1866,2.60519/-0.393933,-1.18662,2.60513;1,34,1,0;40.551682008337;2,1,1;1,1,0;1,1,2/2,1,1;
"
4377,4239,"2,4239;-1.98884,1.76934,-2.11627/-1.98884,1.76934,-2.11627/-1.98884,1.76934,-2.11627;1,6,1,0;40.452041097784;1,0,1;0,1,0;2,1,2;
"
4378,4239,"0,4239;3.51098,-1.02891,0.368199/3.51098,-1.02891,0.368199/3.51098,-1.02891,0.368199;1,19,1,0;40.467654668622;1,0,1;1,0,0;1,1,2;
"
4379,4242,"2,4242;2.35847,2.99845,-1.78742/2.35847,2.99845,-1.78742/2.35847,2.99845,-1.78742;1,13,1,0;40.0063426225129;1,0,1;1,0,0;4,1,2;
"
4380,4244,"2,4244;-0.644803,0.907314,-2.85155/-0.644478,0.90783,-2.85099/-0.645129,0.906799,-2.85211;1,2,1,0;40.624147863013;2,2,1;1,2,0;3,1,1/3,4,1/4,6,2;
"
4381,4244,"0,4244;-0.639692,0.900109,-2.84012/-0.639589,0.900339,-2.83976/-0.639795,0.899878,-2.84048;1,2,1,0;40.624153807878;0,2,0;0,2,0;3,1,1/3,4,1/3,5,0/4,5,0;
"
4382,4244,"0,4244;-0.649232,0.914246,-2.86012/-0.648806,0.914764,-2.85994/-0.649657,0.913729,-2.8603;1,2,1,0;40.624141562167;0,3,0;2,1,0;1,1,1/2,4,1/3,6,0/4,1,1;
"
4383,4244,"0,4244;-0.646406,0.911303,-2.8562/-0.646406,0.911303,-2.8562/-0.646406,0.911303,-2.8562;1,2,1,0;40.624148468179;0,1,0;0,1,0;3,1,1;
"
4384,4244,"0,4244;-0.624287,0.90147,-2.83823/-0.624287,0.90147,-2.83823/-0.624287,0.90147,-2.83823;1,2,1,0;40.624159491692;1,0,1;0,1,0;2,1,2;
"
4385,4244,"0,4244;-0.632222,0.898981,-2.83571/-0.632222,0.898981,-2.83571/-0.632222,0.898981,-2.83571;1,2,1,0;40.624160203652;1,0,1;0,1,0;3,1,2;
"
4386,4244,"0,4244;-0.647435,0.904511,-2.85935/-0.647435,0.904511,-2.85935/-0.647435,0.904511,-2.85935;1,2,1,0;40.624147724576;1,0,1;1,0,0;4,1,2;
"
4387,4244,"0,4244;-0.634023,0.899207,-2.836/-0.634023,0.899207,-2.836/-0.634023,0.899207,-2.836;1,2,1,0;40.624160251116;0,1,0;1,0,0;1,1,1;
"
4388,4244,"0,4244;-0.636754,0.895143,-2.83514/-0.636754,0.895143,-2.83514/-0.636754,0.895143,-2.83514;1,2,1,0;40.624160678292;1,0,1;1,0,0;4,1,2;
"
4389,4244,"0,4244;-1.7732,-1.77068,-1.37869/-1.7732,-1.77068,-1.37869/-1.7732,-1.77068,-1.37869;1,9,1,0;40.136829790777;0,1,0;0,1,0;2,1,1;
"
4390,4244,"0,4244;-2.02416,-2.35577,-1.04376/-2.02416,-2.35577,-1.04376/-2.02416,-2.35577,-1.04376;1,9,1,0;40.375769219124;1,0,1;1,0,0;4,1,2;
"
4391,4245,"2,4245;-3.21091,0.786576,1.59536/-3.21091,0.786576,1.59536/-3.21091,0.786576,1.59536;1,24,1,0;40.862072630908;1,0,1;1,0,0;4,1,2;
"
4392,4246,"2,4246;0.56136,-2.08195,-0.736312/0.56136,-2.08195,-0.736312/0.56136,-2.08195,-0.736312;1,9,1,0;40.513158768367;1,0,1;1,0,0;1,1,2;
"
4393,4246,"0,4246;0.456746,1.24667,-0.278659/0.456746,1.24667,-0.278659/0.456746,1.24667,-0.278659;1,13,1,0;40.8333673953;1,0,1;1,0,0;4,1,2;
"
4394,4248,"2,4248;-1.10206,-0.118584,-0.300234/-1.10206,-0.118584,-0.300234/-1.10206,-0.118584,-0.300234;1,16,1,0;40.474554910848;1,0,1;1,0,0;1,1,2;
"
4395,4249,"2,4249;-1.46096,-1.14698,-1.41103/-1.46096,-1.14698,-1.41103/-1.46096,-1.14698,-1.41103;1,6,1,0;40.930664246555;1,0,1;1,0,0;1,1,2;
"
4396,4253,"2,4253;1.53432,-0.958772,2.41058/1.53432,-0.958772,2.41058/1.53432,-0.958772,2.41058;1,33,1,0;40.34918105416;0,1,0;0,1,0;3,1,1/3,6,0;
"
4397,4254,"2,4254;-0.0977555,2.08403,2.57404/-0.0977555,2.08403,2.57404/-0.0977555,2.08403,2.57404;1,38,1,0;40.704363477164;0,1,0;1,0,0;4,1,1;
"
4398,4255,"2,4255;0.986097,2.05838,1.68812/0.986097,2.05838,1.68812/0.986097,2.05838,1.68812;1,31,1,0;40.156127653152;1,0,1;1,0,0;4,1,2;
"
4399,4257,"2,4257;0.754983,0.872996,0.391482/0.754983,0.872996,0.391482/0.754983,0.872996,0.391482;1,17,1,0;40.782745795078;0,1,0;1,0,0;4,1,1;
"
4400,4260,"2,4260;-3.13467,-1.45087,0.205305/-3.13467,-1.45087,0.205305/-3.13467,-1.45087,0.205305;1,14,1,0;40.98627797002;1,0,1;1,0,0;1,1,2;
"
4401,4261,"2,4261;-2.22778,-1.59731,-0.39781/-2.22778,-1.59731,-0.39781/-2.22778,-1.59731,-0.39781;1,10,1,0;40.533332089762;0,1,0;1,0,0;1,1,1;
"
4402,4264,"2,4264;-0.518535,2.11214,-0.756581/-0.518535,2.11214,-0.756581/-0.518535,2.11214,-0.756581;1,7,1,0;40.912339884903;1,0,1;0,1,0;2,1,2;
"
4403,4264,"0,4264;-0.0467045,1.66999,-0.500654/-0.0467045,1.66999,-0.500654/-0.0467045,1.66999,-0.500654;1,13,1,0;40.432867003224;1,0,1;1,0,0;2,6,0/4,1,2;
"
4404,4265,"2,4265;0.719163,1.33798,0.841844/0.719163,1.33798,0.841844/0.719163,1.33798,0.841844;1,25,1,0;40.678824611033;0,1,0;0,1,0;2,6,0/3,1,1/3,3,0/4,3,0/4,5,0;
"
4405,4265,"0,4265;0.721548,1.33455,0.84424/0.721548,1.33455,0.84424/0.721548,1.33455,0.84424;1,25,1,0;40.678825716857;1,0,1;0,1,0;2,1,2;
"
4406,4265,"0,4265;0.719017,1.33415,0.826542/0.719017,1.33415,0.826542/0.719017,1.33415,0.826542;1,25,1,0;40.678810141014;1,0,1;1,0,0;3,6,0/4,1,2;
"
4407,4265,"0,4265;0.710681,1.34089,0.833719/0.710681,1.34089,0.833719/0.710681,1.34089,0.833719;1,25,1,0;40.678821773606;0,1,0;1,0,0;1,1,1/1,8,0/3,5,0;
"
4408,4266,"2,4266;-0.127987,2.33647,2.58341/-0.127864,2.33687,2.58375/-0.12811,2.33607,2.58306;1,38,1,0;40.55858806799;0,2,0;1,1,0;2,1,1/2,9,0/3,4,0/3,6,0/3,8,0/4,4,1;
"
4409,4266,"0,4266;2.63674,2.52242,2.53402/2.63674,2.52242,2.53402/2.63674,2.52242,2.53402;1,38,1,0;40.456465003643;1,0,1;0,1,0;2,1,2/3,1,0/3,10,0;
"
4410,4266,"0,4266;2.63868,2.5299,2.539/2.63868,2.5299,2.539/2.63868,2.5299,2.539;1,38,1,0;40.45646045727;1,0,1;1,0,0;2,1,0/4,1,2;
"
4411,4266,"0,4266;2.63589,2.52656,2.53731/2.63589,2.52656,2.53731/2.63589,2.52656,2.53731;1,38,1,0;40.456462493188;1,0,1;1,0,0;1,1,2;
"
4412,4266,"0,4266;2.64138,2.51968,2.53872/2.64138,2.51968,2.53872/2.64138,2.51968,2.53872;1,38,1,0;40.456464146415;1,0,1;1,0,0;1,1,2/2,6,0/3,1,0/3,4,0;
"
4413,4267,"2,4267;-0.841595,-1.59795,-3.22749/-0.841595,-1.59795,-3.22749/-0.841595,-1.59795,-3.22749;1,5,1,0;40.0407306893446;1,0,1;1,0,0;1,1,2;
"
4414,4269,"2,4269;0.792811,-0.897356,-3.66214/0.792811,-0.897356,-3.66214/0.792811,-0.897356,-3.66214;1,1,1,0;40.817479440178;1,0,1;1,0,0;1,1,2;
"
4415,4269,"0,4269;0.194141,-0.813996,-3.2706/0.194141,-0.813996,-3.2706/0.194141,-0.813996,-3.2706;1,2,1,0;40.45269870803;0,1,0;0,1,0;2,6,0/2,10,0/3,1,1;
"
4416,4269,"0,4269;0.19739,-0.814008,-3.27035/0.19739,-0.814008,-3.27035/0.19739,-0.814008,-3.27035;1,2,1,0;40.452698751539;1,0,1;0,1,0;2,3,0/3,1,2/3,10,0;
"
4417,4270,"2,4270;1.05526,-0.966258,-2.6903/1.05526,-0.966258,-2.6903/1.05526,-0.966258,-2.6903;1,3,1,0;40.607810289454;0,1,0;1,0,0;3,3,0/4,1,1/4,4,0;
"
4418,4271,"2,4271;2.89402,0.538038,-1.18923/2.89437,0.538663,-1.18868/2.89368,0.537412,-1.18978;1,11,1,0;40.789945025016;2,2,1;2,1,0;1,1,1/1,7,1/2,1,2/2,4,0/3,5,0;
"
4419,4271,"0,4271;2.89822,0.534467,-1.19007/2.89822,0.534467,-1.19007/2.89822,0.534467,-1.19007;1,11,1,0;40.789934319542;1,0,1;0,1,0;2,1,2/2,10,0;
"
4420,4271,"0,4271;2.89765,0.530877,-1.19286/2.89765,0.530877,-1.19286/2.89765,0.530877,-1.19286;1,11,1,0;40.789933638648;1,0,1;1,0,0;1,1,2;
"
4421,4271,"0,4271;2.89607,0.536402,-1.17881/2.89607,0.536402,-1.17881/2.89607,0.536402,-1.17881;1,11,1,0;40.789935996027;1,0,1;1,0,0;4,1,2;
"
4422,4273,"2,4273;-0.742594,2.14087,1.98131/-0.742594,2.14087,1.98131/-0.742594,2.14087,1.98131;1,29,1,0;40.809735866444;1,0,1;1,0,0;1,1,2;
"
4423,4273,"0,4273;-0.750081,2.1436,1.97692/-0.750081,2.1436,1.97692/-0.750081,2.1436,1.97692;1,29,1,0;40.809737386076;1,0,1;1,0,0;4,1,2;
"
4424,4273,"0,4273;-0.756518,2.14891,1.97824/-0.756518,2.14891,1.97824/-0.756518,2.14891,1.97824;1,29,1,0;40.809756215881;1,0,1;1,0,0;1,1,2;
"
4425,4274,"2,4274;3.72706,0.313482,0.0847397/3.72706,0.313482,0.0847397/3.72706,0.313482,0.0847397;1,19,1,0;40.150789880916;1,0,1;1,0,0;4,1,2;
"
4426,4274,"0,4274;3.72599,0.314925,0.0842894/3.72599,0.314925,0.0842894/3.72599,0.314925,0.0842894;1,19,1,0;40.150789974922;1,0,1;1,0,0;1,1,2;
"
4427,4281,"2,4281;0.342615,3.26533,0.0888098/0.342615,3.26533,0.0888098/0.342615,3.26533,0.0888098;1,17,1,0;40.509127142215;1,0,1;1,0,0;4,1,2;
"
4428,4282,"2,4282;0.455598,-0.0266192,-2.25288/0.455598,-0.0266192,-2.25288/0.455598,-0.0266192,-2.25288;1,3,1,0;40.760538288261;1,0,1;1,0,0;4,1,2;
"
4429,4284,"2,4284;-0.458981,2.52523,1.92622/-0.458981,2.52523,1.92622/-0.458981,2.52523,1.92622;1,29,1,0;40.716095148476;0,1,0;0,1,0;3,1,1;
"
4430,4285,"2,4285;-2.63063,0.681059,-0.236863/-2.63063,0.681059,-0.236863/-2.63063,0.681059,-0.236863;1,14,1,0;40.426367882779;1,0,1;1,0,0;4,1,2;
"
4431,4285,"0,4285;-2.63239,0.715927,-0.226155/-2.63239,0.715927,-0.226155/-2.63239,0.715927,-0.226155;1,14,1,0;40.427422031088;1,0,1;1,0,0;1,1,2/1,2,0/2,1,0/2,3,0/2,4,0/3,1,0;
"
4432,4287,"2,4287;-0.0545525,2.09273,0.174561/-0.0540313,2.09345,0.17462/-0.0550737,2.09201,0.174503;1,17,1,0;40.611001516255;0,2,0;1,1,0;1,1,1/2,1,1/2,2,0/2,3,0/3,1,0/3,5,0;
"
4433,4290,"2,4290;1.41855,1.57567,-1.13856/1.41855,1.57567,-1.13856/1.41855,1.57567,-1.13856;1,7,1,0;40.553646159007;1,0,1;0,1,0;3,1,2;
"
4434,4290,"0,4290;2.50766,1.56831,0.440423/2.50766,1.56831,0.440423/2.50766,1.56831,0.440423;1,20,1,0;40.42077618498;0,1,0;0,1,0;2,7,0/2,9,0/3,1,1;
"
4435,4290,"0,4290;2.50685,1.56701,0.439138/2.50685,1.56701,0.439138/2.50685,1.56701,0.439138;1,20,1,0;40.420776264524;1,0,1;0,1,0;3,1,2/3,8,0;
"
4436,4290,"0,4290;2.50182,1.5726,0.434005/2.50182,1.5726,0.434005/2.50182,1.5726,0.434005;1,20,1,0;40.420761736998;1,0,1;1,0,0;4,1,2;
"
4437,4290,"0,4290;2.50026,1.57327,0.439532/2.50026,1.57327,0.439532/2.50026,1.57327,0.439532;1,20,1,0;40.420774442256;1,0,1;1,0,0;4,1,2;
"
4438,4290,"0,4290;3.58549,1.58299,1.93914/3.58549,1.58299,1.93914/3.58549,1.58299,1.93914;1,28,1,0;40.590729396879;1,0,1;0,1,0;3,1,2;
"
4439,4292,"2,4292;2.73921,0.261729,-2.32436/2.73921,0.261729,-2.32436/2.73921,0.261729,-2.32436;1,4,1,0;40.488048860197;1,0,1;0,1,0;3,1,2;
"
4440,4293,"2,4293;1.72333,0.00219817,-2.99412/1.72333,0.00219817,-2.99412/1.72333,0.00219817,-2.99412;1,3,1,0;40.285868542898;1,0,1;1,0,0;4,1,2;
"
4441,4293,"0,4293;1.68815,-0.0716679,-1.88088/1.68815,-0.0716679,-1.88088/1.68815,-0.0716679,-1.88088;1,4,1,0;40.575867753076;0,1,0;1,0,0;1,1,1/2,1,0/2,8,0/3,2,0/3,6,0;
"
4442,4293,"0,4293;1.66381,-0.116875,-1.26397/1.66381,-0.116875,-1.26397/1.66381,-0.116875,-1.26397;1,11,1,0;40.443855801669;0,1,0;0,1,0;2,1,1;
"
4443,4295,"2,4295;-2.25324,-3.93458,-0.200844/-2.25236,-3.93451,-0.200359/-2.25413,-3.93464,-0.201329;1,10,1,0;40.992383996427;1,0,2;0,2,1;2,1,2/2,10,0/3,5,0/3,8,2/3,10,0;
"
4444,4295,"0,4295;-2.25433,-3.93108,-0.207059/-2.25433,-3.93108,-0.207059/-2.25433,-3.93108,-0.207059;1,10,1,0;40.992383866663;0,1,0;0,1,0;1,6,0/1,10,0/2,9,0/3,1,1/3,10,0/4,7,0;
"
4445,4295,"0,4295;-2.25363,-3.93252,-0.203881/-2.25363,-3.93252,-0.203881/-2.25363,-3.93252,-0.203881;1,10,1,0;40.992383936952;0,1,0;0,1,0;2,4,0/3,1,1/4,1,0;
"
4446,4295,"0,4295;-2.24722,-3.93977,-0.202668/-2.24722,-3.93977,-0.202668/-2.24722,-3.93977,-0.202668;1,10,1,0;40.992384839893;0,1,0;0,1,0;3,1,1;
"
4447,4295,"0,4295;-2.25317,-3.93253,-0.208771/-2.25317,-3.93253,-0.208771/-2.25317,-3.93253,-0.208771;1,10,1,0;40.992384493856;0,1,0;1,0,0;1,1,1;
"
4448,4299,"2,4299;1.96088,3.58614,1.19373/1.96088,3.58614,1.19373/1.96088,3.58614,1.19373;1,26,1,0;40.493198285543;1,0,1;0,1,0;3,1,2;
"
4449,4300,"2,4300;-2.56985,-0.319112,-2.34216/-2.56962,-0.319088,-2.34206/-2.57007,-0.319137,-2.34226;1,5,1,0;40.413607352865;0,2,0;0,2,0;3,1,1/3,2,1;
"
4450,4300,"0,4300;-2.57016,-0.321363,-2.33931/-2.57016,-0.321363,-2.33931/-2.57016,-0.321363,-2.33931;1,5,1,0;40.413608176232;0,1,0;0,1,0;3,1,1;
"
4451,4300,"0,4300;-3.83369,1.86387,-0.16426/-3.83369,1.86387,-0.16426/-3.83369,1.86387,-0.16426;1,14,1,0;40.512400531549;1,0,1;1,0,0;1,1,2;
"
4452,4302,"2,4302;-0.524205,-0.664886,-3.81131/-0.524205,-0.664886,-3.81131/-0.524205,-0.664886,-3.81131;1,1,1,0;40.418793128953;1,0,1;0,1,0;2,1,2;
"
4453,4302,"0,4302;-0.518158,-0.666598,-3.8056/-0.518158,-0.666598,-3.8056/-0.518158,-0.666598,-3.8056;1,1,1,0;40.418800746925;1,0,1;1,0,0;1,1,2;
"
4454,4302,"0,4302;3.13929,-2.36344,-1.95621/3.13929,-2.36344,-1.95621/3.13929,-2.36344,-1.95621;1,8,1,0;40.0485220770295;0,1,0;0,1,0;2,2,0/3,1,1/3,3,0/4,3,0;
"
4455,4302,"0,4302;3.14859,-2.36487,-1.95918/3.14859,-2.36487,-1.95918/3.14859,-2.36487,-1.95918;1,8,1,0;40.0485140844422;1,0,1;1,0,0;4,1,2;
"
4456,4302,"0,4302;3.14549,-2.36208,-1.96009/3.14549,-2.36208,-1.96009/3.14549,-2.36208,-1.96009;1,8,1,0;40.0485229412312;1,0,1;1,0,0;4,1,2;
"
4457,4303,"2,4303;3.07243,-0.167624,-2.53295/3.07262,-0.16739,-2.53272/3.07223,-0.167857,-2.53318;1,3,1,0;40.65091129003;1,0,2;1,1,0;1,4,2/2,1,2;
"
4458,4303,"0,4303;3.56274,-0.681978,-2.07352/3.56274,-0.681978,-2.07352/3.56274,-0.681978,-2.07352;1,4,1,0;40.530869409285;1,0,1;1,0,0;4,1,2;
"
4459,4303,"0,4303;4.1778,-1.31972,-1.50467/4.1778,-1.31972,-1.50467/4.1778,-1.31972,-1.50467;1,8,1,0;40.688590717144;0,1,0;0,1,0;3,1,1;
"
4460,4307,"2,4307;-2.9933,-0.361583,-1.70103/-2.9933,-0.361583,-1.70103/-2.9933,-0.361583,-1.70103;1,6,1,0;40.812025826283;0,1,0;0,1,0;1,4,0/3,1,1/3,7,0/3,10,0;
"
4461,4307,"0,4307;-2.33453,1.13157,-1.49124/-2.33377,1.1328,-1.49094/-2.33528,1.13034,-1.49153;1,14,1,0;40.0168332650124;2,1,2;2,1,0;1,1,2/3,10,2/4,8,1;
"
4462,4308,"2,4308;1.40158,0.62972,-0.514931/1.40158,0.62972,-0.514931/1.40158,0.62972,-0.514931;1,12,1,0;40.886489056499;0,1,0;1,0,0;1,1,1;
"
4463,4310,"2,4310;-0.442447,-4.30409,1.64927/-0.442447,-4.30409,1.64927/-0.442447,-4.30409,1.64927;1,22,1,0;40.695168952742;0,1,0;1,0,0;1,1,1;
"
4464,4312,"2,4312;3.97338,1.03077,0.214809/3.97338,1.03077,0.214809/3.97338,1.03077,0.214809;1,19,1,0;40.106589169653;0,1,0;0,1,0;3,1,1/3,2,0;
"
4465,4314,"2,4314;0.350403,-0.556062,3.57268/0.350403,-0.556062,3.57268/0.350403,-0.556062,3.57268;1,44,1,0;40.372687233309;0,1,0;1,0,0;1,1,1;
"
4466,4318,"2,4318;2.35509,-0.265139,-2.11611/2.35509,-0.265139,-2.11611/2.35509,-0.265139,-2.11611;1,4,1,0;40.578269627695;1,0,1;1,0,0;4,1,2;
"
4467,4318,"0,4318;3.15583,0.126304,-1.01579/3.15583,0.126304,-1.01579/3.15583,0.126304,-1.01579;1,11,1,0;40.721774024663;1,0,1;0,1,0;3,1,2;
"
4468,4319,"2,4319;-0.593032,-0.754038,-1.43489/-0.592983,-0.753334,-1.43425/-0.593081,-0.754741,-1.43553;1,11,1,0;40.492945681877;2,1,1;0,2,0;3,1,1/3,4,2/3,5,0/3,7,0;
"
4469,4319,"0,4319;-0.601838,-0.762552,-1.44275/-0.60167,-0.761595,-1.44219/-0.602005,-0.763509,-1.44332;1,11,1,0;40.492937288008;1,0,2;1,1,0;1,7,2/2,1,2/2,4,0/2,5,0;
"
4470,4319,"0,4319;-0.590389,-0.753694,-1.43176/-0.590389,-0.753694,-1.43176/-0.590389,-0.753694,-1.43176;1,11,1,0;40.492945092533;1,0,1;0,1,0;2,1,2;
"
4471,4319,"0,4319;-0.600443,-0.763169,-1.43952/-0.600238,-0.76288,-1.43928/-0.600649,-0.763458,-1.43976;1,11,1,0;40.492947146656;0,2,0;2,0,0;1,1,1/1,6,0/2,3,0/2,4,0/2,7,0/3,1,0/3,4,0/3,6,0/3,7,0/3,8,0/4,2,0/4,3,0/4,4,1;
"
4472,4319,"0,4319;-0.598185,-0.761589,-1.44166/-0.598185,-0.761589,-1.44166/-0.598185,-0.761589,-1.44166;1,11,1,0;40.492936589949;1,0,1;1,0,0;3,4,0/4,1,2;
"
4473,4319,"0,4319;-0.596773,-0.759422,-1.43903/-0.596773,-0.759422,-1.43903/-0.596773,-0.759422,-1.43903;1,11,1,0;40.492946517259;1,0,1;1,0,0;1,1,2;
"
4474,4319,"0,4319;-0.602784,-0.765961,-1.43588/-0.602784,-0.765961,-1.43588/-0.602784,-0.765961,-1.43588;1,11,1,0;40.492947787497;1,0,1;1,0,0;1,1,2;
"
4475,4319,"0,4319;-0.605439,-0.763132,-1.43783/-0.605439,-0.763132,-1.43783/-0.605439,-0.763132,-1.43783;1,11,1,0;40.492947959151;1,0,1;1,0,0;1,1,2/2,9,0;
"
4476,4324,"2,4324;0.992981,0.184842,3.4385/0.992981,0.184842,3.4385/0.992981,0.184842,3.4385;1,44,1,0;40.723242049295;1,0,1;1,0,0;1,1,2;
"
4477,4329,"2,4329;-0.052716,1.67515,1.9805/-0.052716,1.67515,1.9805/-0.052716,1.67515,1.9805;1,29,1,0;40.821438731535;0,1,0;0,1,0;3,1,1;
"
4478,4330,"2,4330;0.933335,-1.66868,-0.786769/0.933335,-1.66868,-0.786769/0.933335,-1.66868,-0.786769;1,9,1,0;40.445192775175;0,1,0;0,1,0;2,1,0/2,3,0/2,7,0/3,1,1/3,8,0;
"
4479,4330,"0,4330;0.339344,-2.15684,-0.189208/0.339344,-2.15684,-0.189208/0.339344,-2.15684,-0.189208;1,15,1,0;40.528890572093;0,1,0;1,0,0;1,1,1;
